686, 718, 585, 717
587, 717, 529, 708
529, 708, 481, 701
481, 701, 427, 675
430, 675, 397, 646
396, 645, 361, 588
362, 591, 366, 519
366, 525, 377, 450
376, 454, 392, 405
390, 408, 419, 382
414, 386, 444, 370
439, 371, 490, 355
488, 355, 569, 342
566, 342, 640, 334
634, 335, 677, 322
672, 324, 917, 321
912, 321, 978, 328
978, 328, 1020, 355
1019, 354, 1043, 392
1043, 392, 1061, 439
1061, 439, 1068, 479
1068, 479, 1077, 543
1075, 594, 1077, 541
1076, 595, 1059, 652
1059, 652, 1039, 700
1039, 700, 986, 728
986, 728, 918, 733
918, 733, 857, 733
857, 733, 776, 721
776, 721, 684, 717
845, 801, 584, 792
585, 792, 519, 786
519, 786, 459, 788
459, 788, 384, 785
382, 785, 335, 787
337, 786, 316, 774
317, 774, 307, 758
309, 761, 304, 737
304, 739, 304, 682
303, 686, 294, 588
294, 588, 295, 521
295, 521, 299, 450
299, 450, 310, 379
309, 382, 329, 302
329, 302, 345, 277
345, 277, 367, 266
367, 266, 393, 259
393, 259, 467, 251
467, 251, 559, 252
558, 251, 642, 257
642, 257, 707, 258
707, 258, 923, 260
923, 260, 977, 259
977, 259, 1002, 266
1002, 266, 1043, 284
1043, 284, 1065, 305
1065, 305, 1101, 356
1101, 357, 1128, 423
1128, 423, 1131, 466
1129, 467, 1143, 549
1143, 551, 1140, 604
1140, 604, 1118, 681
1118, 681, 1078, 752
1078, 752, 996, 790
996, 787, 924, 799
924, 799, 845, 799
1117, 396, 1128, 443
1129, 455, 1133, 494
1141, 532, 1142, 566
1138, 593, 1133, 620
1121, 668, 1112, 690
1085, 736, 1065, 754
1011, 781, 975, 788
1107, 374, 1094, 345
1073, 316, 1055, 294
1014, 270, 987, 259
936, 258, 907, 257
852, 260, 817, 258
780, 256, 754, 257
721, 258, 693, 257
651, 256, 630, 254
570, 250, 548, 250
481, 249, 456, 250
405, 257, 386, 258
375, 264, 363, 265
350, 272, 340, 283
332, 295, 325, 312
312, 371, 306, 394
302, 434, 296, 461
294, 509, 294, 532
292, 579, 295, 603
301, 664, 304, 692
303, 729, 310, 766
314, 770, 325, 779
331, 783, 346, 786
351, 785, 363, 784
372, 784, 397, 783
443, 785, 478, 787
505, 785, 538, 785
568, 790, 602, 789
671, 795, 700, 795
835, 800, 864, 798
916, 800, 936, 795
495, 702, 471, 695
438, 679, 422, 666
406, 655, 390, 633
369, 600, 361, 576
363, 529, 369, 504
375, 463, 380, 437
385, 418, 395, 399
408, 389, 424, 377
433, 374, 444, 369
475, 356, 500, 352
556, 341, 578, 339
627, 333, 648, 328
664, 324, 678, 321
692, 322, 713, 322
824, 320, 845, 319
906, 318, 924, 322
966, 324, 989, 335
1009, 347, 1023, 361
1039, 383, 1049, 407
1057, 428, 1061, 449
1066, 468, 1069, 494
1073, 531, 1075, 555
1074, 582, 1072, 606
1062, 640, 1055, 660
1043, 686, 1029, 705
994, 724, 969, 726
934, 732, 907, 732
871, 732, 843, 729
789, 721, 767, 719
702, 715, 675, 716
600, 715, 576, 715
