686, 717, 687, 797
586, 795, 585, 715
530, 708, 520, 787
481, 701, 459, 791
428, 675, 382, 788
399, 646, 304, 684
363, 589, 295, 590
370, 519, 295, 522
380, 449, 299, 450
394, 407, 308, 380
327, 301, 419, 386
393, 259, 442, 373
468, 250, 487, 360
559, 252, 568, 345
643, 258, 639, 338
708, 261, 705, 326
767, 257, 765, 328
834, 259, 836, 325
923, 258, 916, 324
1003, 265, 979, 330
1066, 303, 1018, 357
1102, 356, 1042, 394
1129, 422, 1060, 439
1134, 467, 1066, 481
1076, 543, 1146, 551
1073, 594, 1143, 604
1058, 651, 1122, 683
1039, 699, 1079, 753
985, 725, 998, 793
918, 729, 925, 803
858, 732, 846, 802
775, 722, 780, 798
